tile,quadkey,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,lat,lon,city,quality
NYC_35,2043233,136981.75202969846,37997.03592944224,13.327493820795258,105,130,40.30667329008129,-74.32313400289269,NYC,high
NYC_36,8006454,155515.66543228674,55778.971350988344,25.67320624003704,460,80,40.778837210494075,-74.3473535523575,NYC,high
NYC_37,2748014,156805.4646594236,46606.13706821803,10.923645317390381,103,194,40.916457859380024,-74.03182617091268,NYC,high
NYC_38,1288790,149416.73577301356,40674.08343438919,8.5252876276007,259,14,41.16194573159139,-73.61931961270196,NYC,high
NYC_39,2589228,146846.4448576076,50018.13611194676,18.779676408958263,13,20,40.28336874740043,-73.86358072179368,NYC,high
NYC_40,6246880,152094.06254970055,46146.8640313824,15.56758672625624,454,183,41.033439475743954,-73.88006032989843,NYC,high
NYC_41,3248988,169863.9202356314,55014.26757026082,20.303192894107053,406,16,40.31357800137743,-74.48777817434845,NYC,high
NYC_42,4353597,158429.756032051,43773.004801794064,13.959388748213623,427,119,40.4946547747734,-74.38783517237835,NYC,high
NYC_43,3989475,135209.971960235,59520.11093846695,22.262751237311853,226,25,41.18038055152025,-73.95802811675192,NYC,high
NYC_44,1070640,200349.16529468686,31255.31125140488,23.05410154696251,496,100,40.55360354025302,-73.57524267439643,NYC,high
NYC_45,3734296,165838.81281079422,47823.1879677278,20.49388425993595,364,109,40.590528886176294,-73.97167252646943,NYC,high
NYC_46,7486460,76302.20562679817,49234.67938648454,12.051735716564172,242,151,40.304086676786135,-74.18668636240959,NYC,high
NYC_47,2039458,141050.96330508878,69123.17639839971,20.32613541273459,405,29,40.766503052345804,-74.29327210497577,NYC,high
NYC_48,2332397,204409.9972763672,54045.82895117525,15.450362934908306,150,172,40.28556300636419,-73.68413994070964,NYC,high
NYC_49,7243669,152481.91307401436,45289.61694381677,16.16024968678818,154,75,41.19880106382287,-73.75262181474106,NYC,high
NYC_50,1448345,128446.67336242693,47865.52848288153,16.554537827990025,28,43,40.647251844488274,-74.25231782612686,NYC,high
NYC_51,7742471,194260.68650848657,64437.472096857615,5.425463151952389,326,131,40.86201030211606,-73.75995512073457,NYC,high
NYC_52,5035493,164780.59451401216,50888.73006131744,7.771950137639587,126,138,41.014909249026736,-73.52809933124573,NYC,high
NYC_53,1423570,58579.88227030602,31032.527798170777,85.61068180615293,29,189,40.735897844170154,-73.87660136186474,NYC,high
NYC_54,6118922,137041.73395174884,68599.67006486931,21.00205774206699,21,78,41.16321148407656,-73.61573621610908,NYC,high
NYC_55,3667867,204482.63370731444,71898.02933217672,10.958508573224243,173,94,40.601068383989876,-74.27660525429505,NYC,high
NYC_56,6237196,26711.299766334912,36621.55176191622,43.275978424755856,229,161,40.34598512522375,-74.42979962040084,NYC,high
NYC_57,6187480,100196.47738331,48772.11250842485,18.24446620626775,459,14,41.14552848335401,-73.63993611049959,NYC,high
NYC_58,5345760,185383.20362163862,45308.24347895295,6.434327354545612,107,109,40.627619502337666,-74.2325929280693,NYC,high
NYC_59,9551881,190616.1712249624,50052.43699718183,15.234902968823711,92,149,40.453884832329635,-74.30095467149347,NYC,high
NYC_60,1092193,124544.3790183626,40637.549717220434,16.665866474199124,357,99,40.32635759219963,-73.8344268044072,NYC,high
NYC_61,3658571,142262.9350636937,65511.51975522523,15.578373171464293,458,58,41.180773765439824,-74.41759177663435,NYC,high
NYC_62,5100673,162411.38399856223,63420.885043059156,1.9560599515781227,84,183,41.11595105867663,-73.8887362879027,NYC,high
NYC_63,1550222,130347.44148527765,50540.70874260486,16.201755780387387,356,183,41.116958694493746,-74.1577445329767,NYC,high
NYC_64,2296516,195070.71156288084,50740.94780419775,23.143077727856458,294,136,40.67214680794618,-73.66390858498129,NYC,high
NYC_65,3526954,108596.95625355326,51280.410685584604,12.593308253601373,52,119,40.75006341671407,-74.04588084101643,NYC,high
NYC_66,7463768,97076.19302099754,64998.88675675197,10.45972978214781,204,100,40.68676164026287,-73.83844226147897,NYC,high
NYC_67,6279548,27956.54086640858,45533.16529309333,35.79209014527669,31,153,40.76151530920741,-73.97157649626747,NYC,high
NYC_68,3906158,173581.0186713625,47128.59902576615,13.12669335821928,130,60,41.08637862410678,-73.5851275994682,NYC,high
NYC_69,4982588,125439.6904404426,48876.7195030917,13.895152002333885,189,51,40.58327210279138,-74.02147701480898,NYC,high
NYC_70,3901614,21010.761051980306,63668.742674445246,96.15196405811169,416,111,40.744913485265315,-74.39882798866023,NYC,high
NYC_71,3319049,142528.91881330864,65237.87410193808,2.7162647156826036,48,189,41.05350998587793,-74.41679567128794,NYC,high
NYC_72,2655016,103184.82256851988,52066.89463001077,13.25108119521574,118,150,40.29972028808743,-73.96889345818146,NYC,high
NYC_73,7482532,86679.01436549464,65231.240772696576,17.694550218423295,15,184,40.858717241331604,-73.9352216953311,NYC,high
NYC_74,6056861,108042.97278542577,55629.69236690571,11.746787154390866,104,156,41.109565424626425,-74.42576625433836,NYC,high
NYC_75,9929285,135386.2384870591,24972.404783377846,18.42321100777584,331,79,41.07830712589398,-73.68892792905072,NYC,high
NYC_76,6584263,128279.94610187103,44674.19697779595,17.641583048151883,35,183,41.05138255870263,-74.30092243985054,NYC,high
NYC_77,1854016,156225.10455477407,56405.820069491514,10.926079360048513,99,146,40.501430553240255,-73.92476177857739,NYC,high
NYC_78,7881289,148017.6060405805,37889.83800237543,11.740819460989204,270,155,40.76172197988898,-74.30426953766977,NYC,high
NYC_79,9112074,151421.9601394924,44174.190843650664,16.304532169158367,408,156,40.81890188105584,-73.71171055003354,NYC,high
NYC_80,2092501,133207.74075815183,65050.25114660821,12.457970225531238,69,68,40.99431448175142,-73.67805911282251,NYC,high
NYC_81,9910852,112744.784498834,57628.47290798121,18.18983349510483,348,127,40.84655856372018,-73.59813386953748,NYC,high
NYC_82,6282591,174607.37218458767,32927.228443724016,12.49606808791203,188,129,40.51417787416414,-73.75839061982374,NYC,high
NYC_83,5633078,207210.56705731666,34197.48063256473,15.080267093219655,459,57,41.11927211096455,-73.88176200408601,NYC,high
NYC_84,7867100,105642.41262660475,61437.54043206929,16.69248203747207,47,189,40.52452206779555,-74.25751086018553,NYC,high
NYC_85,6813365,137541.36258297597,65097.71312459624,17.01017240023461,303,145,40.32343173695521,-73.65954770826548,NYC,high
NYC_86,6525633,141903.75194119886,40212.362842176924,12.778533699619441,420,99,40.81124270120523,-73.94049165267703,NYC,high
NYC_87,9776957,161319.01479134557,57180.98548251684,22.83797210439484,339,108,40.79619179476612,-74.10514858323636,NYC,high
NYC_88,9930264,169630.96969062174,49444.15329089545,16.399843131599102,490,115,40.9388955860624,-73.91303709474118,NYC,high
NYC_89,9887324,116235.3285810487,62049.70647300748,18.362125094475466,471,44,41.053239631980425,-73.59531380174428,NYC,high
NYC_90,1494592,140121.78878832547,45297.18553270556,12.987744456865812,328,186,40.73163805712608,-73.91472456425507,NYC,high
NYC_91,9900019,137125.85894797227,44119.13173685447,14.33299571054228,322,121,40.81652153173014,-74.39173269994431,NYC,high
NYC_92,3087258,181553.504010477,47526.322491398954,14.672613231212699,26,132,40.43740482293998,-74.0535604838673,NYC,high
NYC_93,5108997,174222.52083248404,47542.56935914056,13.636382151261648,353,165,40.575193899116634,-73.92541164972195,NYC,high
NYC_94,8022336,119484.23488363829,55166.69308648123,11.004447145873675,233,145,40.6101181154576,-74.07921109466325,NYC,high
NYC_95,6984684,145063.93025850912,44328.36832064605,20.644443715234537,486,34,41.049364813292335,-73.91854639576593,NYC,high
NYC_96,4943645,181199.7731948949,39993.79719427059,27.149238643269843,175,183,40.368040245930715,-74.32407186950473,NYC,high
NYC_97,9370262,208491.9778680369,35924.88305282179,11.110916562045624,64,36,40.9287722288474,-73.84707605808985,NYC,high
NYC_98,9860935,171650.16192129705,38709.482287827705,12.377398668601131,427,39,40.455972190999454,-73.78373306814434,NYC,high
NYC_99,1499876,164681.23683683755,52346.52005155086,16.263777537689432,191,146,40.50594773026101,-73.60966418147888,NYC,high
NYC_100,9476563,159783.99066726354,37488.86423614697,19.620135096034506,20,134,40.57585921219509,-74.47177188917946,NYC,high
NYC_101,8271476,144452.93590671034,45244.6945583565,20.078434725317422,437,103,41.16125330696216,-73.74239420584024,NYC,high
NYC_102,3859244,37169.3906838468,49690.41749363427,48.2888673830823,290,107,40.430823107494085,-73.86094583223067,NYC,high
NYC_103,2014929,190381.32622394152,39555.05253600121,13.888026400560788,137,89,41.027854428402456,-74.00790924648899,NYC,high
NYC_104,1716756,145539.10727663338,43207.580832865606,24.054751331659716,36,61,40.47929839337088,-73.77381542154093,NYC,high
NYC_105,2500844,149374.5371800459,57116.22650470823,8.336277646058576,410,158,40.61718150154903,-73.73508862293573,NYC,high
NYC_106,5902666,94356.42587522083,40104.1694242526,15.736039146848013,305,15,40.56847271646495,-73.78695409481575,NYC,high
NYC_107,5131479,143323.7558348658,55739.669592016755,6.2321314104565655,255,154,40.94537209721025,-74.29105962140925,NYC,high
NYC_108,6931161,132730.86521286677,51220.098146453616,27.800422691343975,459,77,40.28793778173581,-73.77781124379639,NYC,high
NYC_109,2324070,147118.2030082605,69750.27353630781,14.763676736854954,300,135,40.290565344078956,-74.50366060937422,NYC,high
NYC_110,4297291,140766.43149960562,43411.01578023797,18.318686069440105,327,84,41.08574583587641,-73.77377511359045,NYC,high
NYC_111,7611653,180304.24381285853,55597.9044793104,20.403903627773108,209,29,41.116163812636024,-73.85933508088284,NYC,high
NYC_112,4813270,141500.5405250216,51220.53934503005,13.448271920220073,291,90,41.12828829758804,-74.4720540214142,NYC,high
NYC_113,7691409,153470.54465983587,39189.43459591738,20.26576426666452,232,120,41.057349398535074,-74.18689952675675,NYC,high
NYC_114,2841648,107845.2023290662,55010.33343517345,9.787575628864307,13,97,40.87445517508054,-73.76814423309348,NYC,high
NYC_115,5137270,188337.80487714495,23527.471201024913,18.64771383317907,236,174,41.20314131334178,-74.50576247642411,NYC,high
NYC_116,8969693,136870.02990591884,38136.64904778628,27.98852321617192,418,107,40.735319191634524,-73.77372819281535,NYC,high
NYC_117,6408753,130488.8716778992,49911.35977343623,14.326636229587011,333,150,40.44640775104991,-74.46390681036364,NYC,high
NYC_118,6105724,91989.65096677319,37926.041683536256,9.647109601614163,494,175,40.801354228973246,-73.52366948491992,NYC,high
NYC_119,4881185,170478.69709371438,52434.957388079,19.64048888308097,162,56,40.27778640948289,-74.10441976357451,NYC,high
NYC_120,4743797,65534.81619105538,55973.060414653075,64.30820465288409,56,181,40.731060366676395,-73.90872592756966,NYC,high
NYC_121,4041341,134965.8009816429,33009.927951563324,15.88687695919773,154,7,41.02863312499062,-74.28155942816333,NYC,high
NYC_122,3339767,156087.690625539,34842.55885002768,22.737526006650306,332,127,40.34231492128281,-73.61725192013103,NYC,high
NYC_123,5506554,203876.33019286566,55434.99102789342,20.418048269527354,235,128,40.585488517012315,-74.24624621623967,NYC,high
NYC_124,1402732,149006.1908137861,67945.57863517788,12.411943504819142,233,66,40.80520778465952,-73.68131903407485,NYC,high
NYC_125,7026988,156713.63854916696,63238.74803787213,9.340919289336522,298,10,40.73406031218042,-73.63783919594846,NYC,high
NYC_126,2730228,130864.40709811678,45258.54418876543,12.67746537248756,179,104,40.831411378215186,-73.75328336044235,NYC,high
NYC_127,6672605,121490.07095409845,48328.81919683146,15.733568432166614,48,163,40.213920111480114,-73.94981826496024,NYC,high
NYC_128,8281505,125676.72240321044,58622.63024796879,18.262673468797395,197,196,40.75278537971586,-73.72615460484886,NYC,high
NYC_129,9824031,93223.62044088109,52665.805466949365,12.993101213338868,491,67,40.6049512114452,-74.32650267657617,NYC,high
NYC_130,5899856,173112.75651349928,56767.70270716955,17.593198238067835,21,154,40.92137200460263,-74.03242611156492,NYC,high
NYC_131,3773939,131258.7983051369,44134.51911478657,24.554022942293926,390,11,40.27842614457401,-73.68448705259256,NYC,high
NYC_132,3710626,184098.1431511368,45430.32676422575,14.435041090659567,406,43,40.73982409621186,-73.68007923420011,NYC,high
NYC_133,4722946,113251.94849433143,58340.85718608303,12.526483155411087,346,130,40.3638578917809,-74.0736651989574,NYC,high
NYC_134,2847865,146562.29099076093,56332.67502303576,8.863701095395713,389,170,40.44275460589109,-74.29289529597492,NYC,high
NYC_135,5625678,199804.10860344727,50742.06213800155,13.852986986348238,217,31,41.18099342791472,-74.32047448429688,NYC,high
NYC_136,6241218,160281.76039133113,54567.53219153784,17.84883640116102,358,196,40.50696797334348,-73.5941639650401,NYC,high
NYC_137,6609125,163431.25680051945,66381.12749547641,22.505194200022302,441,192,40.27700893707514,-73.9240285980856,NYC,high
NYC_138,9777198,22599.568021065374,43473.76020697609,40.573513868469824,104,170,40.50446257870931,-73.81101811387346,NYC,high
NYC_139,6282379,27266.54526248158,53721.31391093161,40.2643017921492,386,50,40.355295542901516,-74.00711184654864,NYC,high
NYC_140,9962049,195101.9490530145,58773.62290575671,13.89517913085168,234,37,41.0953334858196,-74.42349146555958,NYC,high
NYC_141,4882149,150806.5751698359,45288.91827697301,20.375621376086443,368,94,40.90226496913727,-73.70541330089091,NYC,high
NYC_142,2443717,135196.11550907954,45550.166786261405,16.377552811741264,18,10,40.82940458186248,-73.8930558251344,NYC,high
NYC_143,2308507,126043.64053181453,53719.599007584984,14.140341548177396,327,88,40.55225019254281,-73.69117488625349,NYC,high
NYC_144,5813673,189521.82196902978,51975.996046923996,25.376304363126327,23,16,40.45990323401015,-74.34645531988681,NYC,high
NYC_145,5115811,129324.36545731296,46796.5269180568,17.120829732009582,182,140,41.08463277897312,-74.0723446660436,NYC,high
NYC_146,8778748,165179.73329878604,30025.88656540493,10.783134227303096,102,186,40.243452502205805,-74.24831711148879,NYC,high
NYC_147,3229180,149593.5135585762,60910.461021646675,14.44633285459652,33,152,40.841564818205946,-73.77064970133425,NYC,high
NYC_148,9807673,150857.9033015503,65802.32587350822,19.76146730518605,126,102,40.699468941424705,-73.63257676191834,NYC,high
NYC_149,5443778,238386.38479989677,48273.7270005918,19.41829968743336,246,22,40.844360220092526,-73.77288697758472,NYC,high
NYC_150,5884797,162048.7651647442,43143.897189181924,16.619000638029725,325,129,40.65810525500267,-73.99118264607031,NYC,high
NYC_151,2960826,141255.3006301953,61487.65700372103,6.3014311061095025,354,32,40.47093343270113,-73.8492633354587,NYC,high
NYC_152,8684365,183231.613508451,42919.21133805859,7.220506747550522,89,97,40.54980317643129,-73.6771166341174,NYC,high
NYC_153,2942811,141828.12088500574,34434.181013402485,12.859424195170437,130,111,40.949202015065644,-73.8421954723782,NYC,high
NYC_154,4622138,186435.27855916045,49104.77389752094,16.813278111255844,454,152,40.482549611516994,-74.44891314391069,NYC,high
NYC_155,2208052,28125.876516890054,57276.2954363698,51.22076331710833,68,73,40.316108957124015,-73.92132929955741,NYC,high
NYC_156,9535078,28327.965189527662,66159.58503338744,122.28548248300977,232,188,40.728396028579255,-74.01715341974308,NYC,high
NYC_157,7689142,32048.821464217643,41288.66235962483,70.00845239675245,17,89,40.30670071578942,-73.83339788177487,NYC,high
NYC_158,9121757,182192.6203623094,48360.39120398079,17.73607969028502,123,149,41.04367719134171,-73.64139116404496,NYC,high
NYC_159,4045315,122485.20584411893,45979.65189654776,16.395152127312695,298,5,40.428475152397716,-73.84711452976734,NYC,high
NYC_160,6742533,199002.94596903288,38536.54606981312,16.513177326195166,72,77,41.07923866752765,-73.51266306264137,NYC,high
NYC_161,9908385,127371.72449941926,46654.92493643253,16.030954910146633,390,106,40.53983316156324,-73.83840661443642,NYC,high
NYC_162,7529845,167922.00209549573,57011.72742310898,13.512182483200041,464,93,40.54118122788508,-73.87579125167086,NYC,high
NYC_163,7978140,191271.2043993486,61715.805268825105,25.141785961151193,482,165,40.45034413087433,-74.13274820837066,NYC,high
NYC_164,1225049,199260.45480409107,60098.170893426344,11.559248274111381,337,52,41.05996736137258,-73.59176348404853,NYC,high
NYC_165,1571107,217573.07416032927,50896.08159927609,9.093030083505994,280,47,40.97768326154213,-73.6930142612839,NYC,high
NYC_166,7428540,142419.42935997108,53920.845297008695,14.055516561077624,461,121,40.49767290196193,-74.19871003507372,NYC,high
NYC_167,5117923,166592.19829321437,51798.94151153479,21.960011431722997,167,150,40.61270520680416,-73.52927476133742,NYC,high
NYC_168,2883376,152743.0238267699,63144.02424769473,12.298389084312559,435,193,40.469362783701364,-73.54307312476242,NYC,high
NYC_169,2906039,165406.2212449054,63974.14703060372,14.624279165949917,182,110,40.32510434441122,-74.50341598515502,NYC,high
NYC_170,4746169,157424.93390511634,72504.5476781627,21.626345255191655,130,129,41.118691104787764,-73.73605529974832,NYC,high
NYC_171,7396567,162660.39482120908,33817.89205286839,16.87535957341389,28,104,40.636538253648766,-73.83845010070853,NYC,high
NYC_172,9899691,157184.3238511769,42179.82363092393,26.113478145675373,235,165,40.42953980009078,-74.41028544447984,NYC,high
NYC_173,6334538,112865.37167738652,50438.1147197911,14.264989991857558,147,82,40.84481548602042,-74.44754538589144,NYC,high
NYC_174,3054780,136955.22714269266,43091.1958771379,23.361396180434248,176,173,40.905236151324374,-73.51474400629782,NYC,high
NYC_175,6559277,177687.96546628224,55689.83079185276,23.141983115642688,45,101,40.808550728188955,-74.10481208596102,NYC,high
NYC_176,8017403,106884.99717773122,37777.62202924436,9.88782310227117,14,176,40.446512081910434,-73.9659880853955,NYC,high
NYC_177,1493948,212398.37771071566,53308.80232214457,19.167644808044624,67,7,40.40312486281907,-74.4536611242135,NYC,high
NYC_178,3551331,105012.37631391201,36703.566977606926,14.938608614438413,462,81,40.84776004559104,-73.75116218005915,NYC,high
NYC_179,7416438,153402.00189817813,46731.63706937865,9.0511922913395,409,16,40.56037152423898,-73.84108827551279,NYC,high
NYC_180,7127764,133982.726960496,35928.55973785084,15.364983779866789,93,154,40.30192443211602,-73.75072957950319,NYC,high
NYC_181,8359201,173402.34539149748,51335.409047822825,14.237650818097281,151,40,40.51592835594533,-74.24288743008916,NYC,high
NYC_182,9117654,128871.36875426433,47611.19252133403,15.435932021032151,163,59,40.37456421135211,-73.7197240432429,NYC,high
NYC_183,5952075,171242.6736557003,66896.90413358723,24.465182069558303,248,53,40.32916639788548,-73.6885502915088,NYC,high
NYC_184,3733460,177572.29448963306,47097.254558113484,16.336961570359513,172,70,40.36659114966803,-74.28238556550369,NYC,high
NYC_185,5057025,159650.9341858804,50873.14974008564,17.733458028856564,290,58,40.5265276911941,-73.89962905556662,NYC,high
NYC_186,9944718,134512.31952188618,59317.760974087054,11.00230539383658,77,177,40.76232953589502,-73.54017783884677,NYC,high
NYC_187,9640145,160546.43876477666,31975.91092505783,11.767352394037811,486,64,41.064248637551266,-74.50566749387951,NYC,high
NYC_188,2615777,151471.6022782307,47692.99586804522,8.438603073305405,275,93,40.27096379550548,-73.51113368283023,NYC,high
NYC_189,4860562,103120.35644201766,51486.67457202112,13.314570144409803,402,103,40.28742981433708,-73.72330395925584,NYC,high
NYC_190,7314768,126906.9336635737,44395.4490172006,19.686290447819694,110,107,40.43360262978564,-74.3322474043377,NYC,high
NYC_191,3430525,195639.90483996496,59505.38007928444,17.12664530238297,265,11,40.738304621968645,-74.02436515346514,NYC,high
NYC_192,1502420,137813.93284134503,38376.928436123824,13.836640457400007,147,62,40.402494848174676,-73.88705180699228,NYC,high
NYC_193,4246417,118605.66172126716,59352.38161399627,12.531147111257503,494,177,40.255433209287034,-74.13459143234986,NYC,high
NYC_194,7919875,174483.52308172,36919.51478441581,6.285878341332124,43,56,40.45627796840487,-73.85428935208903,NYC,high
NYC_195,8596585,149851.14047879886,54428.063810209154,21.02963403808294,30,46,41.10488468894024,-73.55066531349607,NYC,high
NYC_196,5414473,129927.81784020251,60399.04687396076,11.97192230131568,251,62,40.465858432800786,-73.72482957621308,NYC,high
NYC_197,4889877,204780.29140640807,49816.50979095893,21.558919501037877,209,181,40.82673358476006,-74.43934795943932,NYC,high
NYC_198,1487510,114261.29582136581,50626.85396886873,15.443233486990062,52,133,40.284884335998676,-74.43474327223474,NYC,high
NYC_199,9791690,201663.8581705491,41975.07266788353,21.49405662423526,445,147,41.15511538967319,-73.72215732323232,NYC,high
NYC_200,7071845,117700.1719642701,32213.691667901963,21.275992422266263,120,116,41.18066003484503,-74.21055522252259,NYC,high
NYC_201,2257008,155652.48024892286,56071.311007836186,21.555794431590527,301,130,40.473513299919915,-74.43674569371414,NYC,high
NYC_202,8214938,149185.24699787772,55743.08440838484,13.457251991631063,497,6,40.81468158963632,-73.92357734179275,NYC,high
NYC_203,4293705,170608.39477941667,57458.012510604036,17.967145865968046,280,21,41.14088364032605,-74.28138438815616,NYC,high
NYC_204,2750740,118655.72417936899,30336.434106239984,25.28103564970161,181,36,40.70884783867989,-74.4932851100131,NYC,high
NYC_205,5500398,116903.7490283495,57461.874073144034,13.199032026950261,27,153,40.96784192874628,-74.04546050272586,NYC,high
NYC_206,9839765,164729.24854914754,57348.77786049817,18.314406343337062,159,93,41.15018806649712,-74.46282626420299,NYC,high
NYC_207,6923098,185204.21572455973,49056.282499646186,14.570533751411041,59,99,40.70119413006494,-74.35532389229012,NYC,high
NYC_208,2984117,120787.51056125772,32273.89871684178,19.017229061827912,28,27,40.90168530205009,-73.63267708413919,NYC,high
NYC_209,3662761,175565.003647555,62897.527540827454,18.36590675634979,195,148,41.024552216865715,-73.76428793848707,NYC,high
NYC_210,2707017,139340.643416462,56102.44375604746,16.225092977302335,414,132,41.02791838448037,-73.89102175965887,NYC,high
NYC_211,4099555,144077.11384073884,40129.182297119776,22.433735678998872,95,94,41.05276398028219,-73.67331953065296,NYC,high
NYC_212,9805586,173214.98230926838,61221.750288016854,18.17120571529611,110,190,40.58110953050685,-74.05738936904545,NYC,high
NYC_213,4868452,164258.56767959674,55890.56947405868,16.69360251434818,239,58,40.90841814649681,-74.50278173639572,NYC,high
NYC_214,8983439,104230.31056289715,62625.84103427182,12.240709270537767,195,59,40.91574344097868,-74.45319603953148,NYC,high
NYC_215,4567675,226745.97857004756,75124.07576578319,13.305701649503202,412,53,40.84929065104915,-74.35700026385075,NYC,high
NYC_216,6510493,182027.9790243747,58483.2950037633,15.407815174921828,192,117,40.64681936617388,-74.41739957032038,NYC,high
NYC_217,9333100,189196.72385293042,54800.59580086683,8.172689889039098,170,149,40.85035326447023,-74.00983361588678,NYC,high
NYC_218,6289730,166353.65242766796,40565.844849916204,16.51890154745253,470,111,40.23699176389135,-73.67430295632423,NYC,high
NYC_219,7221714,108699.25378085754,51408.86246911204,6.1578031721857425,435,39,40.642456812738935,-73.63326974951539,NYC,high
NYC_220,3866757,138935.09311222378,54017.71282558574,14.0394447363928,99,8,40.262642027782945,-73.60208666973962,NYC,high
NYC_221,2711672,23564.092527493845,50999.055439024094,42.0877929111435,40,88,40.86975515626714,-73.54938537891654,NYC,high
NYC_222,1486799,120708.74186149886,41075.44160643096,16.77511227210758,191,110,41.05758943628602,-74.23786097990448,NYC,high
NYC_223,6028035,49874.343189646905,51739.16083833763,52.17040250143707,187,165,40.984657726181624,-74.41957538923745,NYC,high
NYC_224,7342057,173609.08696664986,41088.66991398514,9.684454816752678,163,124,40.472957790962056,-73.77517903501926,NYC,high
NYC_225,1450930,154142.6145940089,38896.00482703979,17.835277586940514,354,89,40.821327272696465,-74.15649362791318,NYC,high
NYC_226,7389308,127962.25269605852,41897.47562985619,16.002845986154714,70,102,40.61677787632655,-73.96345419660457,NYC,high
NYC_227,6451973,184459.12048286147,52393.08466820346,22.146621313564275,107,69,40.641430546970476,-74.36504037247823,NYC,high
